"","timestampto","X.1","Id","X","daily_mean_SM","X.coord","Y.coord","sm_avg","sm_var","sm_sd","distinct_orders"
"61043","2010-11-13",160912,120,510,58.4239795918367,2524096.01,5596323.28,45.0442636109309,75.6285706607382,8.69646886159769,136
"61044","2010-11-13",101486,75,485,48.669,2523672.76,5596463.62,45.0442636109309,75.6285706607382,8.69646886159769,136
"61045","2010-11-13",170724,127,501,45.6229,2523706.79,5596295.1,45.0442636109309,75.6285706607382,8.69646886159769,136
"61046","2010-11-13",169295,126,501,33.0379120879121,2523694.61,5596256.63,45.0442636109309,75.6285706607382,8.69646886159769,136
"61047","2010-11-13",163740,122,509,40.5495,2523559.48,5596270.59,45.0442636109309,75.6285706607382,8.69646886159769,136
"61048","2010-11-13",100063,74,440,45.7054868131868,2523634.39,5596476.65,45.0442636109309,75.6285706607382,8.69646886159769,136
"61049","2010-11-13",109843,81,465,39.2697959183674,2523859.2,5596490.99,45.0442636109309,75.6285706607382,8.69646886159769,136
"61050","2010-11-13",75491,55,515,54.282054368932,2523669.71,5596611.94,45.0442636109309,75.6285706607382,8.69646886159769,136
"61051","2010-11-13",13867,11,608,46.7931428571429,2523800.82,5596565.97,45.0442636109309,75.6285706607382,8.69646886159769,136
"61052","2010-11-13",111165,82,488,37.2826086956522,2523322.56,5596401.98,45.0442636109309,75.6285706607382,8.69646886159769,136
"61053","2010-11-13",162340,121,500,41.3765376344086,2523483.46,5596301.56,45.0442636109309,75.6285706607382,8.69646886159769,136
"61054","2010-11-13",45103,33,383,37.1485714285714,2523375.29,5596385.91,45.0442636109309,75.6285706607382,8.69646886159769,136
"61055","2010-11-13",159556,119,436,53.903137254902,2524099.38,5596365.77,45.0442636109309,75.6285706607382,8.69646886159769,136
"61056","2010-11-13",158260,118,510,49.6837734693878,2524042.94,5596340.99,45.0442636109309,75.6285706607382,8.69646886159769,136
"61057","2010-11-13",16729,13,626,43.927023255814,2523440.41,5596504.24,45.0442636109309,75.6285706607382,8.69646886159769,136
"61058","2010-11-13",74062,54,405,43.3589898989899,2523570.91,5596589.58,45.0442636109309,75.6285706607382,8.69646886159769,136
"61059","2010-11-13",179236,135,502,50.9739479166667,2523981.25,5596287.32,45.0442636109309,75.6285706607382,8.69646886159769,136
"61060","2010-11-13",4852,4,605,44.4173737373737,2523379.85,5596565.82,45.0442636109309,75.6285706607382,8.69646886159769,136
"61061","2010-11-13",2145,2,615,41.8819791666667,2523616.48,5596628.25,45.0442636109309,75.6285706607382,8.69646886159769,136
"61062","2010-11-13",44259,32,603,34.4326447916667,2523979.33,5596446.89,45.0442636109309,75.6285706607382,8.69646886159769,136
"61063","2010-11-13",167889,125,503,49.2088043478261,2523633.03,5596320.24,45.0442636109309,75.6285706607382,8.69646886159769,136
"61064","2010-11-13",108475,80,485,36.8072727272727,2523810.88,5596493.99,45.0442636109309,75.6285706607382,8.69646886159769,136
"61065","2010-11-13",15164,12,432,54.6876344086022,2523379.32,5596505.44,45.0442636109309,75.6285706607382,8.69646886159769,136
"61066","2010-11-13",38774,28,541,52.3961764705882,2523743.65,5596449.05,45.0442636109309,75.6285706607382,8.69646886159769,136
"61067","2010-11-13",52416,38,632,58.0932653061224,2523680.29,5596385.12,45.0442636109309,75.6285706607382,8.69646886159769,136
"61068","2010-11-13",24382,18,555,33.1067010309278,2523739.51,5596506.17,45.0442636109309,75.6285706607382,8.69646886159769,136
"61069","2010-11-13",592,1,592,41.4181052631579,2523558.66,5596625.39,45.0442636109309,75.6285706607382,8.69646886159769,136
"61070","2010-11-13",42857,31,588,49.2803883495146,2523918.74,5596446.41,45.0442636109309,75.6285706607382,8.69646886159769,136
"61071","2010-11-13",152761,114,494,57.1415151515152,2523904.68,5596358.74,45.0442636109309,75.6285706607382,8.69646886159769,136
"61072","2010-11-13",3430,3,401,55.9460818181818,2523677.33,5596624.53,45.0442636109309,75.6285706607382,8.69646886159769,136
"61073","2010-11-13",102930,76,506,49.7182828282828,2523705.75,5596508.25,45.0442636109309,75.6285706607382,8.69646886159769,136
"61074","2010-11-13",165073,123,468,28.8244329896907,2523618.31,5596263.95,45.0442636109309,75.6285706607382,8.69646886159769,136
"61075","2010-11-13",166516,124,509,46.3011340206186,2523625.18,5596260.84,45.0442636109309,75.6285706607382,8.69646886159769,136
"61076","2010-11-13",12466,10,570,45.0377108910891,2523739.81,5596567.17,45.0442636109309,75.6285706607382,8.69646886159769,136
"61077","2010-11-13",71360,52,521,39.1075238095238,2523495.37,5596583.74,45.0442636109309,75.6285706607382,8.69646886159769,136
"61078","2010-11-13",72769,53,492,28.685306122449,2523554.73,5596609.85,45.0442636109309,75.6285706607382,8.69646886159769,136
"61079","2010-11-13",183059,138,479,50.4291578947368,2524050.45,5596276.18,45.0442636109309,75.6285706607382,8.69646886159769,136
"61080","2010-11-13",112275,83,521,41.6760784313725,2523326.52,5596412.59,45.0442636109309,75.6285706607382,8.69646886159769,136
"61081","2010-11-13",113719,84,522,48.3444329896907,2523434.52,5596415.28,45.0442636109309,75.6285706607382,8.69646886159769,136
"61082","2010-11-13",172171,128,514,54.4508585858586,2523693.64,5596327.73,45.0442636109309,75.6285706607382,8.69646886159769,136
"61083","2010-11-13",175112,132,447,57.4158762886598,2523866.3,5596284.03,45.0442636109309,75.6285706607382,8.69646886159769,136
"61084","2010-11-13",176413,133,381,48.2667,2523866.48,5596265.73,45.0442636109309,75.6285706607382,8.69646886159769,136
"61085","2010-11-13",25789,19,603,35.8934042553191,2523799.95,5596505.11,45.0442636109309,75.6285706607382,8.69646886159769,136
