"","timestampto","X.1","Id","X","daily_mean_SM","X.coord","Y.coord","sm_avg","sm_var","sm_sd","distinct_orders"
"85013","2011-05-30",96070,71,654,35.9555339805825,2523498.75,5596487.47,28.777169813395,73.9940925552715,8.60198189693931,136
"85014","2011-05-30",97499,72,718,30.5109803921569,2523502.79,5596494.94,28.777169813395,73.9940925552715,8.60198189693931,136
"85015","2011-05-30",36037,26,805,24.0810416666667,2523619.16,5596446.63,28.777169813395,73.9940925552715,8.60198189693931,136
"85016","2011-05-30",101682,75,681,44.5308080808081,2523672.76,5596463.62,28.777169813395,73.9940925552715,8.60198189693931,136
"85017","2011-05-30",37540,27,773,24.7252127659574,2523678.77,5596444.5,28.777169813395,73.9940925552715,8.60198189693931,136
"85018","2011-05-30",98898,73,720,25.995306122449,2523571.8,5596467.1,28.777169813395,73.9940925552715,8.60198189693931,136
"85019","2011-05-30",100260,74,637,31.73136,2523634.39,5596476.65,28.777169813395,73.9940925552715,8.60198189693931,136
"85020","2011-05-30",90629,67,664,25.5069565217391,2523838.81,5596522.56,28.777169813395,73.9940925552715,8.60198189693931,136
"85021","2011-05-30",43054,31,785,32.0717647058824,2523918.74,5596446.41,28.777169813395,73.9940925552715,8.60198189693931,136
"85022","2011-05-30",38972,28,739,25.1285714285714,2523743.65,5596449.05,28.777169813395,73.9940925552715,8.60198189693931,136
"85023","2011-05-30",40496,29,795,23.6561386138614,2523799.4,5596448.26,28.777169813395,73.9940925552715,8.60198189693931,136
"85024","2011-05-30",41524,30,741,26.6987878787879,2523859.07,5596446.58,28.777169813395,73.9940925552715,8.60198189693931,136
"85025","2011-05-30",89237,66,709,34.0192631578947,2523747.59,5596528.78,28.777169813395,73.9940925552715,8.60198189693931,136
"85026","2011-05-30",92087,68,715,24.0360824742268,2523317.88,5596446.17,28.777169813395,73.9940925552715,8.60198189693931,136
"85027","2011-05-30",93501,69,679,23.075142,2523323.38,5596480.73,28.777169813395,73.9940925552715,8.60198189693931,136
"85028","2011-05-30",34514,25,836,26.6530612244898,2523561.67,5596446.13,28.777169813395,73.9940925552715,8.60198189693931,136
"85029","2011-05-30",144733,107,648,23.2576470588235,2523579.37,5596356.3,28.777169813395,73.9940925552715,8.60198189693931,136
"85030","2011-05-30",146180,108,707,26.1090721649485,2523648.05,5596350.96,28.777169813395,73.9940925552715,8.60198189693931,136
"85031","2011-05-30",139721,103,688,22.8842424242424,2523455.93,5596332.62,28.777169813395,73.9940925552715,8.60198189693931,136
"85032","2011-05-30",94708,70,715,23.2647959183673,2523435.97,5596477.47,28.777169813395,73.9940925552715,8.60198189693931,136
"85033","2011-05-30",33050,24,809,22.017612244898,2523497.86,5596445.55,28.777169813395,73.9940925552715,8.60198189693931,136
"85034","2011-05-30",30054,22,802,20.3339393939394,2523379.99,5596444.54,28.777169813395,73.9940925552715,8.60198189693931,136
"85035","2011-05-30",49779,36,817,28.9196774193548,2523560.93,5596387.35,28.777169813395,73.9940925552715,8.60198189693931,136
"85036","2011-05-30",141093,104,657,33.0344660194175,2523477.1,5596371.85,28.777169813395,73.9940925552715,8.60198189693931,136
"85037","2011-05-30",142438,105,641,19.4223349514563,2523497.52,5596337.66,28.777169813395,73.9940925552715,8.60198189693931,136
"85038","2011-05-30",143356,106,710,20.449702970297,2523525.13,5596361.23,28.777169813395,73.9940925552715,8.60198189693931,136
"85039","2011-05-30",154363,115,670,33.8270212765957,2523938.04,5596365.32,28.777169813395,73.9940925552715,8.60198189693931,136
"85040","2011-05-30",44453,32,797,25.7754578947368,2523979.33,5596446.89,28.777169813395,73.9940925552715,8.60198189693931,136
"85041","2011-05-30",87800,65,687,37.7256842105263,2523694.54,5596556.42,28.777169813395,73.9940925552715,8.60198189693931,136
"85042","2011-05-30",138383,102,636,21.865806122449,2523439.55,5596368.09,28.777169813395,73.9940925552715,8.60198189693931,136
"85043","2011-05-30",48346,35,826,24.4691836734694,2523501.73,5596385.98,28.777169813395,73.9940925552715,8.60198189693931,136
"85044","2011-05-30",135663,100,689,35.9581,2523336.78,5596378.29,28.777169813395,73.9940925552715,8.60198189693931,136
"85045","2011-05-30",147587,109,690,57.0973404255319,2523687.49,5596357.88,28.777169813395,73.9940925552715,8.60198189693931,136
"85046","2011-05-30",137017,101,650,23.7427368421053,2523370.2,5596331.05,28.777169813395,73.9940925552715,8.60198189693931,136
"85047","2011-05-30",28525,21,783,23.9760396039604,2523861.15,5596358.46,28.777169813395,73.9940925552715,8.60198189693931,136
"85048","2011-05-30",124632,92,530,32.7312371134021,2523742.95,5596416.7,28.777169813395,73.9940925552715,8.60198189693931,136
"85049","2011-05-30",134277,99,630,23.3552666666667,2523309.37,5596369.71,28.777169813395,73.9940925552715,8.60198189693931,136
"85050","2011-05-30",45282,33,562,24.2081632653061,2523375.29,5596385.91,28.777169813395,73.9940925552715,8.60198189693931,136
"85051","2011-05-30",103116,76,692,33.1656862745098,2523705.75,5596508.25,28.777169813395,73.9940925552715,8.60198189693931,136
"85052","2011-05-30",133017,98,675,25.4774787234043,2524091.17,5596379.07,28.777169813395,73.9940925552715,8.60198189693931,136
"85053","2011-05-30",46797,34,814,24.8548453608247,2523439.22,5596384.56,28.777169813395,73.9940925552715,8.60198189693931,136
"85054","2011-05-30",159754,119,634,39.2581443298969,2524099.38,5596365.77,28.777169813395,73.9940925552715,8.60198189693931,136
"85055","2011-05-30",148959,110,670,68.9852577319588,2523752.44,5596384.18,28.777169813395,73.9940925552715,8.60198189693931,136
